summary_clean,summary_tag
"Indian Money Account Claim Satisfaction Act of 2003 - Establishes the Indian Money Account Claim Satisfaction Task Force: (1) to complete an analysis of records, data, and other historical information with regard to the conduct of an historical accounting submitted by the parties in the class action to the district court in January 2003 (Cobell v. Norton (No. 96cv01285, D.D.C.)); and (2) after such completion to hold meetings with representatives of the plaintiffs in the civil action, the Departments of Justice and of the Interior and any other parties that, in the discretion of the Task Force, are necessary to carryout out its duties.Requires the Task Force to develop appropriate methodologies or models to conduct an accounting to determine in current dollars the balances of: (1) all individual Indian money accounts opened in or after 1985; (2) all individual Indian money accounts opened on or after the enactment of a certain Act of June 24, 1938, regarding deposit, care, and investment of Indian moneys, and before 1985; and (3) all individual Indian money accounts opened before such enactment.Establishes the Indian Money Claims Tribunal to serve as arbitrator if an eligible individual elects to have the amount of the balance in the individual Indian money account determined through arbitration. Binds the individual and the United States to any determination made by the Tribunal.Requires payments made pursuant to this Act to be derived from the permanent judgment appropriation (commonly known as the Judgment Fund), without further appropriations.","[{'label': '[no-conn]', 'score': 0.26318007707595825}, {'label': 'thereafter,', 'score': 0.5091997981071472}, {'label': 'specifically,', 'score': 0.6602341532707214}, {'label': 'thereafter,', 'score': 0.1356797069311142}, {'label': 'further,', 'score': 0.21605917811393738}, {'label': 'accordingly', 'score': 0.3320206105709076}]"
"Worker's Freedom of Choice Act - Prohibits labor unions or employers subject to valid labor agreements from receiving, soliciting, or accepting payment of dues or fees not related to exclusive representation and core purposes, including collective bargaining, contract administration, and grievance adjustment (notwithstanding an exception under the National Labor Relations Act relating to union security agreements which require payment of union dues or fees as a condition of employment). Gives a right of civil action to employees who dispute the amount so collected by labor organizations. Requires employers to post notice of such prohibition against labor unions using dues or fees, which are collected as conditions of employment, for any activities not necessary to performing their duties of exclusive representation of employees in dealing with employers on labor-management issues (union duties).Amends the Labor-Management Reporting and Disclosure Act of 1959 to require every labor union to attribute and report expenses by function classification, verified by independent audit, in enough detail to allow its members to determine whether such expenses were necessary to perform such union duties. Requires disclosure under such Act to employees required to pay any union dues or fees under a union security agreement as well as to union members.Prohibits labor union retaliation or coercion against any employee for exercising any right granted or protected by this Act.","[{'label': 'specifically,', 'score': 0.26688703894615173}, {'label': 'specifically,', 'score': 0.13905754685401917}, {'label': 'NAN', 'score': 'NAN'}, {'label': 'further,', 'score': 0.24269890785217285}, {'label': 'specifically,', 'score': 0.19327877461910248}]"
"Worker Protection Warnings Act of 1993 - Amends the Occupational Safety and Health Act of 1970 to direct the Secretary of Labor to issue a final regulation establishing, as occupational safety and health standards, uniform warnings for personal protective equipment for occupational use. Requires such regulation to be issued within 12 months after enactment of this Act, meet certain conditions, and incorporate specified considerations. Preempts State and local law with respect to such standards.","[{'label': 'separately,', 'score': 0.1414279341697693}, {'label': 'accordingly', 'score': 0.2334543764591217}, {'label': 'accordingly', 'score': 0.1301291584968567}]"
"Military Personnel Financial Services Education Act of 2005 - Provides financial services and life insurance consumer education for members of the Armed Forces and their spouses, which shall be provided as a component of initial entry and recurring training. (Such training shall include information on financial services marketing practices that are particularly prevalent at a military installation and vicinity.)Provides financial services counseling for members of the Armed Forces, and upon request, for their spouses. Requires a full-time trained counselor at installations with at least 750 assigned personnel, and other counseling at smaller installations.Requires counselors to provide members or spouses with information on Servicemembers' Group Life Insurance when providing information on private sector life insurance. Prohibits E-1 through E-4 members to pay for private sector insurance through pay allotments without a written certification of counseling.","[{'label': '[no-conn]', 'score': 0.5078602433204651}, {'label': 'additionally', 'score': 0.380270391702652}, {'label': '[no-conn]', 'score': 0.3705303370952606}, {'label': '[no-conn]', 'score': 0.31887975335121155}, {'label': 'specifically,', 'score': 0.16072316467761993}]"
"Nurse Loan Forgiveness Act of 2007 - Amends the Higher Education Act of 1965 (HEA) to include, under HEA student loan forgiveness and cancellation programs, nurses who: (1) serve at least one calendar year in an approved health care facility or setting; or (2) have a Masters of Science in Nursing and are nursing instructors in a school of nursing.Limits the maximum amount of such loan repayment by the Secretary of Education to $2,000 after the first year of a nurse's employment, with incremental increases after the second through fourth years, up to $5,000 after the fifth year.","[{'label': 'specifically,', 'score': 0.6604238748550415}, {'label': 'thereafter,', 'score': 0.9181590676307678}]"
"Student Visa Reform Act - Amends the Immigration and Nationality Act to require that a person coming to study at a college, university, or language training program in the United States under a nonimmigrant student F-visa must attend an institution that is accredited by an accrediting agency recognized by the Secretary of Education.Authorizes the Secretary of Homeland Security (DHS) to require academic institutions (exempts seminaries or other religious institutions) to be similarly accredited for F-visa purposes if: (1) the institution is not already required to be accredited, (2) an accrediting agency recognized by the Secretary of Education is able to provide such accreditation, and (3) 25 or more F-visa foreign students are or will be pursuing a course of study at the institution.Authorizes the Secretary of Homeland Security to waive the accreditation requirement for an established college, university, or language training program that is otherwise in compliance with F-visa provisions and is making a good faith effort to satisfy the accreditation requirement. Prohibits a person convicted of certain felony offenses, including human trafficking or visa fraud relating to an academic institution's participation in the Student and Exchange Visitor Program (SEVP), from having subsequent ownership or substantial authority at an academic institution participating in SEVP.Provides a three-year exemption for students coming to study at a college or university that has been certified by the Secretary of Homeland Security but not yet accredited or denied accreditation by an accrediting agency.","[{'label': 'currently,', 'score': 0.3121623992919922}, {'label': 'specifically,', 'score': 0.4713478684425354}, {'label': 'further,', 'score': 0.18017472326755524}, {'label': 'NAN', 'score': 'NAN'}]"
"Free Market Energy Act of 2015 This bill amends the Federal Power Act to identify the elements of a distributed energy resource, including fuel cells, microgrids, and combined heat and power systems. Distributed energy resources shall have a general right of interconnection under the Public Utility Regulatory Policies Act of 1978 (PURPA), and all rates and fees for interconnection shall provide for the two-way benefit for the distributed energy resource and the electricity grid. Each state regulatory authority shall consider requiring that distributed energy resources be eligible to receive just and reasonable energy and rate treatment for time-of-use pricing and other specified features and values. A state regulatory authority or nonregulated electric utility acting under state authority must consider specified interconnections standards that include: setting rates that exceed the incremental cost of alternative electric energy for purchases from any distributed energy resource that is a qualifying facility for electricity generated, demand reduced, or service provided by the qualifying facility interconnected under this Act; and making any distributed energy resource project exempt from filing requirements with the Federal Energy Regulatory Commission (FERC). A state regulatory authority must also consider: designation, through a competitive process, of a regulated utility, other party, or a combination of regulated utilities and other parties to be a smart grid coordinator or distribution system operator for the state; and nontransmission alternatives when a regulated utility proposes transmission projects. ","[{'label': 'specifically,', 'score': 0.7876054048538208}, {'label': 'further,', 'score': 0.38168951869010925}, {'label': 'additionally', 'score': 0.25682532787323}, {'label': 'NAN', 'score': 'NAN'}, {'label': '[no-conn]', 'score': 0.2627117931842804}]"
"Social Security Family Protection Act - Amends title II (Old Age, Survivors and Disability Insurance) (OASDI) of the Social Security Act to provide that, if an OASDI recipient dies during the first 15 days of a month, the OASDI benefit for that month shall be reduced by 50 percent.","[{'label': 'specifically,', 'score': 0.3274025022983551}]"
"Health Care Safety Net Amendments Technical Corrections Act of 2003 - Amends the Public Health Service Act and the Health Care Safety Net Amendments of 2002 to make technical and conforming amendments respecting: (1) health centers; (2) rural health outreach; (3) telehealth; (4) mental health services via telehealth; (5) health professional shortage areas; and (6) National Health Service Corps personnel, scholarships, and loan repayment.Authorizes grants to State professional licensing boards for State cooperation to reduce statutory and regulatory barriers to telemedicine.","[{'label': 'specifically,', 'score': 0.8604835271835327}, {'label': 'further,', 'score': 0.11820622533559799}]"
"Open Fuel Act of 2015 This bill requires each fleet of a manufacturer of passenger automobiles (including light-duty motor vehicles) to comprise at least: 30% qualified vehicles in model year 2018, and 50% qualified vehicles in model year 2019 and each subsequent year. A &quot;qualified vehicle&quot; is: a vehicle that operates on natural gas, hydrogen, or biodiesel; a flexible fuel vehicle capable of operating on gasoline, E85, and M85; a plug-in electric drive vehicle; or a vehicle propelled solely by fuel cell or by something other than an internal combustion engine. The bill authorizes a manufacturer to request an exemption from such requirement from the Department of Transportation.","[{'label': 'thereafter,', 'score': 0.4624269902706146}, {'label': 'optionally,', 'score': 0.19773752987384796}, {'label': 'significantly,', 'score': 0.12139208614826202}]"
"Gallatin Land Consolidation Act of 1998 - Authorizes a land exchange (for inclusion in the Gallatin National Forest) between the Secretaries of Agriculture and the Interior and the Big Sky Lumber Company (BSL). Provides that if BSL offers fee title to specified land that is acceptable to the United States, the Secretary of: (1) Agriculture shall accept a warranty deed to the land, convey to BSL (subject to specified limitations) fee title to up to 25,000 acres of National Forest System land, grant to BSL timber harvest rights to up to 50 million board feet of timber, and (subject to availability of funds) purchase land belonging to BSL in the Taylor Fork area at a purchase price of up to $6.5 million; and (2) the Interior shall convey fee title to approximately 1,860 acres of Bureau of Land Management land. Requires that the property and other assets exchanged by BSL and the United States be approximately equal in value, as determined by the Secretary of Agriculture. Directs the Secretary of Agriculture to prepare, grant to BSL, and administer specified timber harvest rights over a period of five consecutive years. Specifies that timber harvest volume shall constitute the timber sale program for the Gallatin National Forest for that five-year period. Directs such Secretary, if exceptional circumstances prevent the Secretary from conveying such rights, to replace the value of the diminished harvest rights by substituting equivalent timber harvest rights volume from the same market area, conveying national forest lands containing merchantable timber with such Forest, or making a payment from funds from the Land and Water Conservation Fund. Sets forth provisions regarding: (1) procedures applicable to all national forest timber harvest rights identified for exchange; (2) the exchange agreement; (3) rights-of-way; (4) quality of title; and (5) timing of implementation of the exchange agreement.","[{'label': 'specifically,', 'score': 0.5397854447364807}, {'label': 'NAN', 'score': 'NAN'}, {'label': 'further,', 'score': 0.2794688045978546}, {'label': 'thereafter,', 'score': 0.5106574296951294}, {'label': 'thereafter,', 'score': 0.7170680165290833}, {'label': 'further,', 'score': 0.14407230913639069}, {'label': 'specifically,', 'score': 0.6137754917144775}]"
"Requires the International Trade Commission to notify the Secretary immediately whenever it begins an investigation into whether an agricultural commodity is being imported into the United States in such increased quantities as to be a substantial cause or threat of serious injury to a domestic industry producing an agricultural commodity like or directly competitive with the imported agricultural commodity. Requires the Secretary, upon such notification, to study and report to the President and the public on: (1) the number of agricultural commodity producers who have been or are likely to be certified as eligible for trade adjustment assistance; and (2) the extent to which the adjustment of such producers to the import competition may be facilitated through the use of existing programs.Directs the Secretary to provide agricultural commodity producers with information about trade adjustment assistance petition and application procedures, benefit allowances, training, and other employment services.Sets forth certain eligibility requirements for the payment of trade adjustment assistance to adversely affected agricultural commodity producers. Limits to $10,000 the maximum annual amount of cash benefits a producer may receive.Provides for the repayment and recovery of overpayments of trade adjustment assistance made to such producers due to fraud. Sets forth penalties.Authorizes appropriations.","[{'label': 'further,', 'score': 0.3960619270801544}, {'label': 'specifically,', 'score': 0.24156226217746735}, {'label': 'additionally', 'score': 0.3258627951145172}, {'label': 'specifically,', 'score': 0.49826523661613464}, {'label': 'generally,', 'score': 0.2878953218460083}, {'label': 'specifically,', 'score': 0.19095417857170105}, {'label': 'generally,', 'score': 0.11080803722143173}, {'label': '[no-conn]', 'score': 0.08570857346057892}]"
"Establishes the World War I Centennial Commission to: (1) plan, develop, and execute programs, projects, and activities to commemorate the centennial of World War I; (2) encourage private organizations and state and local governments to organize and participate in such activities; (3) facilitate and coordinate such activities throughout the United States; and (4) serve as a clearinghouse for the collection and dissemination of information about centennial events and plans; and (5) develop commemoration recommendations for Congress and the President.","[{'label': 'NAN', 'score': 'NAN'}]"
"National Marine Sanctuaries Renewal Act of 1996 - Amends the National Marine Sanctuaries Act to authorize the Secretary of Commerce to: (1) create, or participate in the creation of, nonprofit organizations to solicit donations to carry out the Act; and (2) recruit, train, and accept volunteer services and provide for incidental expenses such as transportation, uniforms, lodging, and subsistence of the volunteers. Authorizes appropriations to carry out the Marine Protection, Research, and Sanctuaries Act of 1972. Modifies national marine sanctuary advisory committee procedural requirements. Authorizes: (1) the development, marketing, and sale of symbols, including a symbol for the national marine sanctuary program (NMSP); (2) the designation of persons as official sponsors of the NMSP or individual sanctuaries; (3) the creation, marketing, and sale of products to promote the NMSP; (4) establishment of a revolving fund containing sponsor payments and product sale proceeds; (5) the use of in-kind sponsor proceeds; and (6) the expenditure of fund amounts, without appropriation, to designate and manage sanctuaries.","[{'label': 'specifically,', 'score': 0.5389324426651001}, {'label': 'specifically,', 'score': 0.23370309174060822}, {'label': 'additionally', 'score': 0.16301977634429932}, {'label': 'NAN', 'score': 'NAN'}]"
"Fair Employment Opportunity Act of 2011 - Declares it an unlawful practice for certain employers with at least 15 employees for each working day in each of at least 20 calendar weeks in the current or preceding calendar year to: (1) refuse to consider or offer employment to an individual based on present or past unemployment regardless of the length of time such individual was unemployed; (2) publish an advertisement or announcement for any job with provisions indicating that such an unemployed status disqualifies an individual and that an employer will not consider an applicant based on such status; and (3) direct or request that an employment agency account for such status when screening or referring applicants.Prohibits an employment agency (including agents and persons maintaining a website publishing job advertisements or announcements), based on such an individual's status as unemployed, from: (1) refusing to consider or refer an individual for employment; (2) limiting, segregating, or classifying individuals in any manner limiting access to job information; or (3) publishing an advertisement or announcement for any job vacancy that includes provisions indicating that such an individual is disqualified and that an employer will not consider such individuals.Allows consideration of an individual's status as unemployed where an individual's employment in a similar or related job for a period of time reasonably proximate to the hiring of such individual is a bona fide occupational qualification reasonably necessary to successful performance of the job being filled.Authorizes, subject to termination upon the filing of certain complaints by the Secretary of Labor, one or more persons for and in behalf of the affected individual, or the affected individual and other individuals similarly situated, to bring actions in federal or state court for specified actual damages and equitable relief including employment and compensatory and punitive damages.Directs the Secretary to: (1) receive, investigate, and attempt to resolve complaints according to specified provisions of the Fair Labor Standards Act of 1938; and (2) pay directly to each affected individual applicable sums recovered in any civil actions brought by the Secretary under this Act.Sets forth a two-year statute of limitations period (three years for willful violations) for specified civil actions under this Act, subject to tolling when the Secretary is considering certain complaints.","[{'label': 'NAN', 'score': 'NAN'}, {'label': 'NAN', 'score': 'NAN'}, {'label': 'further,', 'score': 0.16737841069698334}, {'label': 'additionally', 'score': 0.1928008794784546}, {'label': 'further,', 'score': 0.13483357429504395}, {'label': 'thereafter,', 'score': 0.3754429519176483}]"
"American Veterans Disabled for Life Commemorative Coin Act - Directs the Secretary of the Treasury to mint and issue $1 silver coins in commemoration of disabled American veterans and emblematic of the design selected by the Disabled Veterans' LIFE Memorial Foundation for the American Veterans Disabled for Life Memorial.Expresses the sense of Congress that, to the greatest extent possible, the coins should be struck at the U.S. Mint at West Point, New York. Limits the period for coin issuance to calendar year 2010.Imposes a $10 surcharge per coin, to be distributed to the Disabled Veterans' LIFE Memorial Foundation for the purpose of establishing an endowment to support the construction of American Veterans' Disabled for Life Memorial in Washington, D.C.","[{'label': '[no-conn]', 'score': 0.5065541863441467}, {'label': 'accordingly', 'score': 0.6662125587463379}, {'label': 'additionally', 'score': 0.40107262134552}]"
"Independent Ethics Commission Act of 2007 - Establishes within the House of Representatives an Independent Ethics Commission composed only of former federal judges.Prescribes procedures for: (1) initiation of investigations, upon the filing of a complaint or upon the Commission's own initiative; and (2) for consequent actions.","[{'label': 'specifically,', 'score': 0.17241817712783813}, {'label': '[no-conn]', 'score': 0.38458117842674255}]"
"Rural Safety and Law Enforcement Improvement Act- Amends the Omnibus Crime Control and Safe Streets Act of 1968 to: (1) authorize the Attorney General to make grants to rural local and tribal governments for the retention for one additional year of police officers funded through the cops on the beat (or COPS) program; (2) authorize the use of COPS grants on a matching funds basis to assist the police departments of such units in improving police communications, and in developing and improving access to crime-solving technologies; and (3) hire personnel and purchase equipment for rural areas to assist in the enforcement and prosecution of methamphetamine offenses and the environmental cleanup of methamphetamine-affected areas.Directs the Office of Justice Programs of the Department of Justice to make grants to such units to establish or improve 911 service in those communities.Amends the Public Health Service Act to require the Secretary of Health and Human Services, acting through the Director of the Center for Substance Abuse Treatment, to make grants to establish in rural areas substance abuse (particularly methamphetamine) prevention and treatment pilot programs and methamphetamine prevention education programs.Directs the Attorney General to provide for the cleanup of methamphetamine laboratories and related hazardous waste, and for the improvement of contract-related response time for cleanup of methamphetamine laboratories and related hazardous waste by providing additional contract personnel, equipment, and facilities, in rural areas.Establishes a Rural Policing Institute as part of the Small Town and Rural Training Program..","[{'label': 'NAN', 'score': 'NAN'}, {'label': 'specifically,', 'score': 0.19608788192272186}, {'label': 'specifically,', 'score': 0.5865542888641357}, {'label': 'specifically,', 'score': 0.628780722618103}, {'label': '[no-conn]', 'score': 0.4277650713920593}]"
"Debt Reduction Priority Act - Amends the Emergency Economic Stabilization Act of 2008 (EESA) to require the Secretary of the Treasury to deposit in the Public Debt Reduction Payment Account (established by this Act) amounts received for repayment of financial assistance or payment of interest on the receipt of such assistance by an entity under the Troubled Asset Relief Program (TARP) or any program enacted by the Secretary under the authorities granted under such Act, including the Capital Purchase Program.Requires the Secretary to use amounts in the Account to pay at maturity, or to redeem or buy before maturity, any obligation of the government held by the public and included in the public debt.Reduces the public debt limit by the aggregate of amounts deposited into the Account. Excludes receipts and disbursements of the Account from consideration as new budget authority, outlays, receipts, or deficit or surplus for purposes of the President's budget, the congressional budget, or the Balanced Budget and Emergency Deficit Control Act of 1985. Requires outlays and receipts of the Account to be excluded from any official statement of budget surplus or deficit totals issued by the Office of Management and Budget (OMB), the Congressional Budget Office (CBO), or any other federal agency or instrumentality.","[{'label': 'NAN', 'score': 'NAN'}, {'label': 'further,', 'score': 0.2496887445449829}, {'label': 'accordingly', 'score': 0.16385939717292786}, {'label': '[no-conn]', 'score': 0.27301225066185}, {'label': '[no-conn]', 'score': 0.315698504447937}]"
"Authorizes the Secretary of the Interior to accept title to any additional number of acres of real property located within the boundaries of the original 1857 reservation of the Confederated Tribes of the Grand Ronde Community of Oregon (comprised of land within the political boundaries of Polk and Yamhill Counties, Oregon), if such real property is conveyed or otherwise transferred to the United States by or on behalf of the Tribe.States that: (1) the Secretary shall treat all applications to take land into trust within the boundaries of the original 1857 reservation as an on-reservation trust acquisition; and (2) all real property taken into trust within these boundaries before or after the date of the enactment of this Act shall be part of the Tribe's reservation.","[{'label': '[no-conn]', 'score': 0.20649346709251404}, {'label': 'further,', 'score': 0.3416474163532257}]"
"Energy Technology Transfer Act - Directs the Secretary of Energy to award competitive grants to Cooperative Extension services or offices, states, local governments, institutions of higher education, and nonprofit institutions with expertise in energy research to transfer knowledge about advanced energy technologies that increase efficient energy use to individuals, businesses, nonprofit entities, and public entities, including local governments and school districts.Requires an eligible grant applicant already to: (1) operate an outreach program capable of transferring such knowledge; or (2) partner with an entity that has such an outreach program.Authorizes the Secretary and the National Laboratories to provide grantees with technical assistance on advanced energy technologies and methods.","[{'label': 'specifically,', 'score': 0.4073528051376343}, {'label': 'specifically,', 'score': 0.22867842018604279}, {'label': '[no-conn]', 'score': 0.366355836391449}]"
"Safe Prescription Drug Disposal and Education Act - Amends the Controlled Substances Act to permit, for purposes of carrying out the grant program established by this Act for drug disposal units: (1) an ultimate user (or an authorized agent of the ultimate user) who has lawfully obtained a controlled substance to deliver such substance, without being registered, to another person for disposal; and (2) such person to receive such substance for disposal, without being registered.Authorizes the Attorney General to make grants to an eligible entity (i.e., a state, local government, local educational agency, Indian tribe, a federal, state, or local governmental agency, corporation, community coalition, or any combination of such entities) to: (1) establish and operate prescription drug disposal units for disposal of unneeded or expired prescription drugs; and (2) design and implement educational programs on the abuse of prescription drugs and on household items that may be used to cause perception, emotion, or behavior similar to that caused by the use of psychotropic drugs.Directs the Director of National Drug Control Policy to carry out a public education and outreach campaign to increase awareness of how ultimate users may lawfully and safely dispose of prescription drugs, including controlled substances, through drug take-back programs.","[{'label': 'specifically,', 'score': 0.8148280382156372}, {'label': 'NAN', 'score': 'NAN'}, {'label': 'specifically,', 'score': 0.44507768750190735}]"
"No Frills Prison Act - Amends the Violent Crime Control and Law Enforcement Act of 1994 to require a State, to be eligible for truth in sentencing incentive grants, to demonstrate that it: (1) provides living conditions and opportunities within its prisons that are not more luxurious than those that the average prisoner would have experienced if not incarcerated; (2) does not provide to any such prisoner specified benefits or privileges, including earned good time credits, less than 40 hours a week of work that either offsets or reduces the expenses of keeping the prisoner or provides resources toward restitution of victims, unmonitored phone calls (with exceptions), in-cell television viewing, possession of pornographic materials, instruction or training equipment for any martial art or bodybuilding or weightlifting equipment, or dress or hygiene other than as is uniform or standard in the prison; and (3) in the case of a prisoner serving a sentence for a crime of violence which resulted in serious bodily injury to another, does not provide housing other than in separate cell blocks intended for violent prisoners, less than nine hours a day of physical labor (with exceptions), any release from the prison for any purpose unless under physical or mechanical restraint, any viewing of television, any inter-prison travel for competitive sports, more than one hour a day spent in sports or exercise, or possession of personal property exceeding 75 pounds in total weight or that cannot be stowed in a standard size U.S. military issue duffel bag. Directs the Attorney General to establish similar conditions in the Federal prison system.","[{'label': 'NAN', 'score': 'NAN'}, {'label': 'further,', 'score': 0.1169847697019577}]"
Budget Integrity Act This bill amends the Congressional Budget Act of 1974 to require the Congressional Budget Office (CBO) to prepare long-term cost estimates for reported legislation with a gross budgetary impact of at least 0.25% of gross domestic product in either of the next two 10-year periods. The bill also creates a point of order against considering legislation in the House or the Senate that would cause a net increase in on-budget deficits above $5 billion in either of the two periods. The CBO and the Office of Management and Budget must issue long-term budget projections that cover 40 years. The Government Accountability Office must report on the effects of long-term debt. The bill amends the Rules of the House of Representatives to deem the House to have passed any necessary changes to the statutory debt limit upon adoption of the budget resolution. ,"[{'label': 'specifically,', 'score': 0.5451403260231018}, {'label': 'specifically,', 'score': 0.3637542724609375}, {'label': 'separately,', 'score': 0.06166132539510727}, {'label': 'thirdly,', 'score': 0.16942644119262695}, {'label': 'further,', 'score': 0.1300254464149475}]"
"Beach Protection Act of 2007 - Amends the Federal Water Pollution Control Act (popularly known as the Clean Water Act) to include among eligible grant activities the development and implementation of programs for source tracking, sanitary surveys, and prevention efforts to address the identified sources of beach water pollution. Authorizes appropriations for such grants for FY2007-FY2012.Requires grant recipients to identify: (1) the use of a rapid testing method; (2) measures for communication within 24 hours of the results of a water sample concerning pollutants to specified officials and all state agencies with authority to require the prevention or treatment of the sources of beach water pollution; (3) measures to develop and implement a beach water pollution source identification and tracking program for the coastal recreation waters that are not meeting applicable water quality standards for pathogens; (4) a publicly accessible and searchable global information system database with information updated within 24 hours of its availability, organized by beach and with defined standards, sampling plan, monitoring protocols, sampling results, and number and cause of beach closing and advisory days; and (5) measures to ensure that closures or advisories are made or issued within 24 hours after a state government determines that its coastal recreation waters are not meeting applicable water quality standards for pathogens.Sets forth provisions requiring: (1) a review by the Environmental Protection Agency (EPA) Administrator of state and local compliance with statutory and regulatory requirements and grant conditions; (2) corrective actions by such governments not in compliance; and (3) a review by the Comptroller General such compliance review and corrective action.Amends the Beaches Environmental Assessment and Coastal Health Act of 2000 to authorize appropriations to carry out such Act through FY2012.","[{'label': 'specifically,', 'score': 0.4739755690097809}, {'label': 'NAN', 'score': 'NAN'}, {'label': 'additionally', 'score': 0.23191605508327484}, {'label': 'accordingly', 'score': 0.18041495978832245}]"
"Public Research in the Public Interest Act of 2006 - Requires, as a condition of receiving federal assistance, any institution of higher education or research that conceives, reduces to practice, or holds title in a subject invention to grant irrevocable, perpetual, nonexclusive licenses to the invention and associated rights to any party requesting such a license pursuant to this Act. Provides that licenses shall be issued for: (1) supplying medical products to countries with low-income or lower-middle income economies; or (2) conducting neglected research anywhere, royalty-free. Provides that such licenses shall be part of the institution's title in a subject invention. Makes a license under this Act irrevocable and perpetual so long as the licensee submits to the licensor payment of a fair royalty on sales of any medical product within 90 days.Deems a party as automatically receiving the license requested upon submitting the required information to the Food and Drug Administration (FDA). Sets forth procedures for objections to the grant of a requested license.Requires the holder of title or any license in a subject invention to notify the FDA of any grant or license of rights in that invention.","[{'label': 'further,', 'score': 0.2959136366844177}, {'label': '[no-conn]', 'score': 0.568683385848999}, {'label': 'accordingly', 'score': 0.2180492877960205}, {'label': 'further,', 'score': 0.1408841609954834}, {'label': 'generally,', 'score': 0.11813415586948395}, {'label': 'specifically,', 'score': 0.14289362728595734}, {'label': 'further,', 'score': 0.25814342498779297}]"
"Helping Hungry Students Learn Act - Amends the Richard B. Russell National School Lunch Act (Russell Act) to raise the eligibility level for free lunches under the school lunch program to 185% of the poverty level. (Currently it is set at 130%.) Eliminates reduced price lunches, for which eligibility is currently set at 185% of the poverty level. Amends the Child Nutrition Act of 1966 to require schools participating in the school breakfast program to provide a free breakfast to each student who desires one. Sets the national average payment for each breakfast served to any child at the national average payment for each free breakfast served during the school year. Requires states to provide additional assistance, in the form of higher breakfast reimbursement rates, to schools in which there is an alternative breakfast serving model to increase participation in the school breakfast program, such as by serving breakfast in the classroom or having a school breakfast cart. Amends the Russell Act to direct the Secretary of Agriculture (USDA) to award grants to assist states with the initial costs of participating in a summer electronic benefits transfer for children program to improve children's access to food during the summer months. Directs the Secretary to implement a pilot program providing commodities, on a competitive basis, to states to enable nonprofits to serve nutritious food to at-risk school children on weekends and during extended school holidays during the school year. (At-risk school children are those who participate in the school lunch program and reside in an area served by a school in which at least 50% of the students receive free or reduced price meals under the school lunch or breakfast programs.) Includes elementary and secondary schools, school food authorities, food banks or pantries, homeless shelters, and other Secretary-approved emergency feeding agencies as eligible nonprofit program participants. Requires the nonprofits serving such commodities to satisfy safe food storage, handling, and delivery standards established by the Secretary.","[{'label': 'nationally,', 'score': 0.13636720180511475}, {'label': 'however', 'score': 0.14523866772651672}, {'label': '[no-conn]', 'score': 0.2299554944038391}, {'label': 'currently,', 'score': 0.36005619168281555}, {'label': '[no-conn]', 'score': 0.13128866255283356}, {'label': 'specifically,', 'score': 0.3655736446380615}, {'label': 'specifically,', 'score': 0.4598069190979004}, {'label': 'specifically,', 'score': 0.3319014608860016}, {'label': 'generally,', 'score': 0.37224188446998596}, {'label': '[no-conn]', 'score': 0.402043879032135}, {'label': 'further,', 'score': 0.23074565827846527}]"
"Corps of Engineers Project Delivery Flexibility Act of 2012 - Directs the Chief of Engineers to establish a pilot program to evaluate the cost-effectiveness and project delivery efficiency of non-federal sponsors as the lead project delivery team for authorized Corps of Engineers civil works flood control and navigation construction projects.Directs the Chief, in carrying out such program, to: (1) identify at least 12 congressionally authorized Corps flood control and navigation construction projects that have received federal funds and experienced delays or missed scheduled deadlines in the five fiscal years prior to this Act's enactment and that have an unobligated funding balance in the Corps Construction Account; (2) enter into a project partnership agreement with a non-federal sponsor to provide full project management control for the design and construction of such a project; and (3) develop a detailed project management plan for each project under the pilot program that outlines the scope, budget, design, and construction resource requirements necessary for project execution by the non-federal sponsor.Conditions the receipt of federal funding under this Act on: (1) a project being federally owned, and (2) the non-federal sponsor establishing to oversee the execution of the project management plan a project delivery team consisting of a project manager and a Corps official who shall provide technical assistance and guidance on compliance with Corps engineering manuals and regulations.Rescinds a specified amount of discretionary appropriations for FY2008-FY2011 that remain unobligated and makes such amount available for use under this Act.","[{'label': 'nationally,', 'score': 0.2626418173313141}, {'label': 'NAN', 'score': 'NAN'}, {'label': 'additionally', 'score': 0.4226263761520386}, {'label': 'accordingly', 'score': 0.3609086275100708}]"
"Mothers and Newborns Health Insurance Act of 2001 - Amends title XXI (State Children's Health Insurance) (SCHIP) of the Social Security Act (SSA) to give States, subject to specified guidelines, the authority to provide for: (1) optional coverage of pregnancy-related assistance for targeted low-income, uninsured pregnant women under the State's SCHIP plan; and (2) automatic eligibility and enrollment for child health assistance under such plan for children born to targeted low-income pregnant women receiving such assistance when the child is born until it attains one year of age, so long as the child is a member of the woman's household.Amends SSA title XIX (Medicaid) with respect to the transitional increased Federal matching rate for increased administrative costs related to Medicaid-eligibility determinations of individuals receiving aid or assistance under SSA title IV part A (Temporary Assistance for Needy Families) (TANF).","[{'label': 'NAN', 'score': 'NAN'}, {'label': 'specifically,', 'score': 0.3749401271343231}]"
